,Embedded_text,majority_sentiment
1402,"Guten Morgen.
Mein Musiktipp für Euch da draußen im digitalen Orbit ist von 
Whistling Jack Smith - I Was Kaiser Bill‘s Batman
Schönes Wochenende und passt auf Euch und Eure Lieben gut auf 
youtube.com
1967_186 - Whistling Jack Smith - I Was Kaiser Bill's Batman -...
great tune, one of the best whistling songs of all
1
6",1
1403,"Ich finde es fast putzig, dass 
@rezomusik
 anscheinend glaubt die gesamte ‚Jugend‘ Deutschlands zu repräsentieren..
160
86
1.558",1
1405,"Immer mehr Deutsche sagen: „#Kernenergie, Ja bitte!“

Die energiepolitische Stimmung in #Deutschland kippt! Immer mehr Deutsche wünschen sich die Nutzung von moderner und sauberer Kernkraft, ergab eine repräsentative #INSA-Umfrage

https://afdkompakt.de/2021/10/21/immer-mehr-deutsche-sagen-kern-energie-ja-bitte/… #afd #Energiepreise
59
130
462",1
1406,"Impfen schützt Sie, alle anderen, alle ihre Freund*innen und alle, die Sie lieben. Was hat mehr Freiheit, was hat mehr Vernunft, was bitte kann es überhaupt für bessere Gründe geben? 

Bitte lasst Euch #impfen! 
 #Aiwanger
736
918
8.581",1
1407,"In der Tat wäre es ein Akt der Solidarität - Grundrechte sind unteilbar! #Testboykott
1
28
120",1
1408,"Das #Guantanamo von #Deutschland liegt im Nordirak. Die #USA fordern ein Ende deutscher Ignoranz gegenüber eigenen Staatsbürgern. #ISIS Verdächtige müssen hier endlich vor Gericht gestellt werden
spiegel.de
US-Außenminister fordert Rückführung von IS-Kämpfern in Herkunftsländer
Im Norden Syriens halten sich noch immer Tausende IS-Kämpfer auf. Nun fordert US-Außenminister Blinken die Rückführung der Dschihadisten in deren Herkunftsländer. Die Mahnung richtet sich auch an...
3
1
11",2
1410,"Wir gratulieren unserer stv. Parteivorsitzenden 
@dieAlbsteigerin
 herzlichst zu ihrem Geburtstag!
7
68",1
1411,"Ich sag es mal ganz direkt: 
@ABaerbock
 ist so wunderbar klar in Sachen  #Kinder #Familie #Klima, dass ich froh bin sie dort heute, morgen und übermorgen für die 
@Die_Gruenen
 + fürs ganze Land zu haben.
17
102
1.188",1
1412,"Volle Zustimmung. Wir lasten unserer nachfolgenden Generation gerade schon genug auf. Deshalb Finger weg von der Schuldenbremse. 
@cducsubt
 @MIT_bund
CDU/CSU
@cducsubt
 · 26. Jan. 2021
Warum die Unionsfraktion an der Schuldenbremse festhält und solide Staatsfinanzen für uns nicht verhandelbar sind, erklärt Eckhardt #Rehberg, unser haushaltspolitischer Sprecher. Mehr dazu hier! #Schuldenbremse https://cducsu.de/presse/pressestatement/schuldenbremse-steht-fuer-generationengerechtigkeit-und-nachhaltigkeit…
71
15
78",1
1413,"Der #Koalitionsausschuss muss sich heute auf einen Corona-Zuschlag für Menschen in der Grundsicherung einigen.
Es kann nicht sein, dass Menschen in Armut in der Krise weiter allein gelassen werden. Wir brauchen einen Rettungsschirm, der für alle wirkt! #Hartz4
6
13
95",3
1415,"Belarussischer Staatsterrorismus muss gesühnt werden  https://cducsu.cc/3hNPiMJ
16
3
24",3
1416,"Heute ist der Tag des Apfels 2021:
„an apple a day keeps the doctor away“  
Aber trotzdem: die Corona-Regeln bitte beachten!
landundforst.de
Wir feiern den Apfel: Alles Wissenswerte rund um das gesunde Obst
Am 11. Januar wird der ""Tag des deutschen Apfels"" gefeiert. Hier lesen Sie alles Wissenswerte rund um die beliebteste Frucht.
2
3
12",1
1417,"Gravierende Mängel im Katastrophenschutz während der #Hochwasser-Katastrophe haben zur Verschlimmerung der Lage beigetragen. 
@Martin_Hess_AfD
, stv. innenpol. Sprecher, fordert Konsequenzen: ""BBK-Präsident Schuster muss abberufen werden!"" #Flutkatastrophe
afdbundestag.de
Martin Hess: BBK-Präsident Schuster muss abberufen werden
Berlin, 17. Juli 2021. Laut Medienberichten haben gravierende Mängel im Katastrophenschutz während der Hochwasser-Katastrophe zur Verschlimmerung der Lage beigetragen. Dazu erklärt Martin Hess,...
42
72
211",2
1418,"So kann’s gehen, ziemlich peinlich für den Mann. So kennen wir ihn aus dem Bundestag. #noafd
spiegel.de
Tino Chrupalla (AfD) will, dass Schüler mehr deutsche Gedichte lernen – kennt aber selbst keins
AfD-Chef Tino Chrupalla hat in einem Interview gefordert, Schülerinnen und Schüler sollten mehr »deutsche Gedichte« lernen. Doch auf Nachfrage des Kinderreporters kommt er ins Stammeln.
8
7
190",2
1420,"PressemitteilungGestern hat sich der #Sportausschuss im Bundestag mit dem Thema psychische Gewalt im Sport befasst. Dazu erklärt Eberhard Gienger: ""Wir wollen im Breiten- und Spitzensport ein Klima der positiven Bestärkung von Kindern."" Mehr dazu hier:
cducsu.de
Pädagogische und psychologische Inhalte in der Trainerausbildung stärken
Der Sportausschuss im Bundestag hat sich in der gestrigen Sitzung mit dem Thema psychische Gewalt im Sport befasst. Aufgrund von Vorwürfen gegenüber einer Turntrainerin am Bundesstützpunkt Ch...
2
4
10",3
1422,"Eins ist klar: Die Union kämpft um jede Stimme! Zusammen mit 
@tj_tweets
 war ich diese Woche in Düsseldorf unterwegs. Unser gemeinsames Interview 
@rponline
rp-online.de
Interview mit Paul Ziemiak und Thomas Jarzombek: „Wahlkampf war noch nie so sinnvoll“
Der CDU-Generalsekretär und der Düsseldorfer Kreisvorsitzende sprechen im Interview über Wahlumfragen und die Bedeutung einer soliden Haushaltspolitik.
58
14
87",3
1423," Wofür lohnt es, sich Zeit zu nehmen? Der #Advent gibt uns Gelegenheit, innezuhalten und darüber nachzudenken.
Einen gesegneten zweiten Advent wünscht Ihnen die CDU/CSU-Bundestagsfraktion.
0:09
1.989 Mal angezeigt
19
9
58",1
1424,"Bürger in  sind mal wieder weiter als die Bundesregierung: 74% sehen, dass für #Präsenzunterricht nach den #Sommerferien nicht genug getan wird.  Es fehlen ihnen nicht nur #Luftfilter in allen Klassenräumen. Sondern auch Konzepte, um Lernrückstände aufzuholen.  #twlz 
11
23
114",2
1425,"Leute, Interview aus Absurdistan mit einem #Bundeswirtschaftsminister , der für unser aller Zukunft gar nicht geschafft hat. Nichts. Gar nichts, kein Problem angegangen. #CDU
Tagesspiegel
@Tagesspiegel
 · 3. Juli 2021
Wirtschaftsminister #Altmaier im Interview: „#Klimaschutz darf keine Frage des dicken Geldbeutels werden“. Peter Altmaier über Bismarcks Corona-Lehren, das drohende Karriereende, steigende #Benzinpreise - und warum die #Grünen keine Volkspartei sind.
https://tagesspiegel.de/politik/wirtschaftsminister-altmaier-im-interview-klimaschutz-darf-keine-frage-des-dicken-geldbeutels-werden/27388300.html…
13
30
187",2
1426,"Wir gehen in die Mitgliederbefragung 
@CDU
. Das muss zur Befriedung beitragen. Ob es gelingt, wird vor allem von dem Verhalten der Kandidaten und Teams abhängen die sich zur Wahl stellen. Nur mit Geschlossenheit werden wir am Ende wieder Wahlen gewinnen können.
11
13
66",3
1427,"Leseempfehlung! In der 
@fr
 von heute sind drei Artikel von 
@PvBebenburg
 über unsere Reise nach Lesbos und den Besuch von #Karatepe und #Moria: 

https://fr.de/politik/schutzlos-in-der-hitze-von-kara-tepe-90780995.html…

https://fr.de/politik/das-lager-moria-ein-friedhof-der-menschenrechte-90780972.html…

https://fr.de/politik/seehofer-soll-weg-freimachen-fuer-fluechtlinge-90780967.html…
14
39",3
1428,"Heute bei 
@felixschreiner
 im Hochrhein und Südschwarzwald unterwegs. #cdubw 
@CDU
3
3
17",3
1429,"Mit einem Signal des Aufbruchs und der Geschlossenheit geht die 
@cdunds
 in das Superwahljahr! 
Herzlichen Glückwunsch an 
@althusmann
 und 
@SebLechner
 zu den hervorragenden Ergebnissen auf dem Landesparteitag! Freue mich auf die Zusammenarbeit mit diesem tollen Team!
18
10
62",1
1432,"Laut Spotify bin ich eine 13-Jährige während ihrem ersten Liebeskummer.
61
10
1.679",3
1433,"Wir müssen reden über Hochwasserschutz, Renaturierung, den immensen Verbrauch von Flächen, der so nicht weitergehen kann und über den Schutz von Natur, Umwelt und Biodiversität. #Klimavorsorge #allesistdrin
Grüne in Velbert
@gruene_velbert
 · 14. Aug. 2021
Heute, ab 13 Uhr: Besuch am Große Feld in #velbert – mIt @BriHasselmann & @OpheliaNick! Informieren & Flagge zeigen gegen Flächenfraßi #btw21  https://gruene-velbert.de/besuch-am-grosse-feld-gruene-bundestagsabgeordnete-britta-hasselmann-kommt-nach-velbert-am-samstag-den-14-08-2021-ab-13-00-uhr/…
6
12
158",3
1434,"Und nur echt mit 
@slei63
 ! ;-)
Dorothee Bär
@DoroBaer
 · 19. März 2021
Welche Fähigkeiten brauchen unsere Lehrerinnen und Lehrer für die Schule von heute? Mehr dazu und über das digitale Mindset der Zukunft am 26.3. #InitiativeDigitaleBildung #UniBayreuth #SchulederZukunft @stefanleible
4
1
7",3
1435,"Männer-Union 
WerteUnion
@WerteUnion
 · 31. Juli 2021
Allen Gerüchten zum Trotz: Gute Stimmung und produktive Ergebnisse bei der Medien-Klausur der #WerteUnion 
13
10
126",1
1438,"bild.de
Öffentlich-Rechtliche geben Manipulation zu: MDR löscht BILD-Mikro aus der Sendung
Manipulation beim MDR. Der Sender hat ein BILD-Logo aus der Sendung retouchiert.
21
18
61",3
1440,"Vielen Dank für die faire Reaktion, lieber 
@ArminLaschet
. Sie zeigt, dass es auch Dir um das Land geht. Allerdings hat die neue Bundesregierung ein Ressort für Digitales. Im gleichen Modell wie die NRW-Koalition, die wir beide verhandeln durften. CL
Armin Laschet
@ArminLaschet
 · 24. Nov. 2021
Glückwunsch an Ampel-Koalition vor allem zu Stil und Form der Verhandlungen. Vertraulichkeit ist eine wichtige Voraussetzung für Vertrauen. Das muss auch die Union wieder lernen. Schade, dass Chance auf Digitalisierungsministerium und Nationalen Sicherheitsrat vertan wurde.
180
90
2.422",1
1443,"Ach deshalb müssen sich unsere Schüler testen lassen. SPD-Lobby kassiert mit !

#Vergabe-Affäre: Größter staatlicher Klinikkonzern Vivantes bestellte Millionen Corona-Tests für Schulen bei der Mini-Firma eines Rüstungslobbyisten
businessinsider.de
Vergabe-Affäre: Größter staatlicher Klinikkonzern Vivantes bestellte Millionen Corona-Tests für...
Im Frühjahr vergab der Berliner Klinikkonzern Vivantes einen Millionen-Auftrag ohne Ausschreibung. Der seltsame Deal hat ein Nachspiel.
2
20
42",2
1445,"Wir werden nur Volkspartei bleiben, wenn der Vorsitzende der 
@cdu
 den unbedingten Willen hat, um die junge Generation zu kämpfen! #JUPitch #jetztabervoran
4
3
80",3
1446,"Regionale #Lockerungen sind abgestuft schon jetzt möglich. Mit klaren Wenn-Dann-Bestimmungen schaffen wir durchhaltbare Szenarien, Anreize sich an Regeln zu halten und klare Perspektiven für ALLE. CL
Münchner Merkur
@MerkurStadt
 · 4. Feb. 2021
Sinkende #Corona-Inzidenzen: FDP-Chef @c_lindner spricht sich im Interview mit @mikeschier und @CDeutschlaender für regionale Lockerungen aus. Beim Thema „Leben mit dem Virus“ ist er ganz anderer Meinung als CSU-Chef Markus Söder. https://merkur.de/politik/christian-lindner-fdp-markus-soeder-corona-lockdown-oeffnungen-merkel-impfung-rechte-zr-90191205.html?utm_source=pushwoosh&utm_medium=push&utm_campaign=webpush…
90
28
240",3
1447,"Unser Kanzlerkandidat 
@OlafScholz
 im Interview mit dem 
@DLF
 Deutschlandfunk
@DLF
 · 10. Mai
Seine Partei habe als Co-Partner in der Großen Koalition viel hinbekommen und vieles auch besser gemacht. „Aber die wichtigsten Zukunftsweichenstellungen, die kann man nur hinkriegen, wenn man tatsächlich die Regierung führt“, sagte @OlafScholz im Dlf. https://deutschlandfunk.de/spd-kanzlerkandidat-scholz-was-die-deutschen-brauchen-ist.694.de.html?dram:article_id=496976…
Diesen Thread anzeigen
1
5
24",1
1450,"Wahre Worte der Kanzlerin. #btw2021
Nora Zabel
@norazabel
 · 21. Aug. 2021
Eine Union. @ArminLaschet  Angela Merkel.
1:07
12.155 Mal angezeigt
1
15",1
1451,"Auch 
@TheEconomist
 sagt praktisch: Wie es ist, darf es nicht bleiben. Nie gab es mehr zu tun. Und gelb ist die Visualisierung auch noch. #vielzutun 
https://economist.com/leaders/2021/09/25/the-mess-merkel-leaves-behind…
The mess Merkel leaves behind from TheEconomist
economist.com
The mess Merkel leaves behind
The successor to Germany’s much-admired chancellor will face big unresolved problems
10
11
116",3
1452,"Der Krieg in #Afghanistan war ein einziges Debakel.  Meine Kolumne im #Focus über das vorhersehbare Scheitern westlicher Interventionspolitik, die Fehler der #Bundesregierung und was daraus zu lernen wäre:
focus.de
Den wahren Grund für das Scheitern in Afghanistan will die Bundesregierung gar nicht wissen
Ein sinnloser Krieg hat ein schmähliches Ende gefunden – und ein womöglich blutiges obendrein. Aus dem beschlossenen Abzug wurde ein kopfloses Davonrennen und die Zurückgebliebenen sind schutzlos der...
98
154
852",2
1453,"Der #Staatstrojaner bereitet heute einen schwarzen Tag für die Bürgerrechte und IT-Sicherheit. Das Gesetz vermischt die Befugnisse der Strafverfolgung. Die #SPD muss heute bei der namentlichen Abstimmung Farbe bekennen. CL
82
194
1.648",2
1454,"Einstufung ist richtig. Sie wird aber nur helfen, wenn die Reiserückkehrer auch überprüft werden. Zumindest wird sie jetzt dazu führen, dass weniger Touristen diese Gebiete bereisen. Dazu wird die Impfbereitschaft steigen. Jeder versteht Vorteil Impfung
spiegel.de
Corona: Spanien und Niederlande als Hochinzidenzgebiete eingestuft
Bisher galten Spanien und die Niederlande als Risikogebiete. Nun werden beide Länder zu Corona-Hochinzidenzgebieten erklärt. Damit ändern sich die Regeln für Reiserückkehrer.
222
100
1.184",3
1455,"Union zerlegt sich auf offener Bühne.
Wenige haben offenbar verstanden, dass Angela Merkel wirklich weg ist, man tatsächlich verloren hat, dass Land nicht der Union gehört.
Söder zieht seine Sadonummer gegen den Unglücksraben Laschet eiskalt durch.
Oppositionsbedürftigkeit q.e.d.
23
10
72",2
1456,"From 
@RichardGrenell
 to 
@HeikoMaas
 ""No, this is not a #ceasefire , but it is just a break because #Hamas  has run out of rockets!"" - delivered by #Iran, payed by the #EU

#Israel 
@IsraelinGermany
 #IsraelUnderAttack #afd 
@inJAfD
Richard Grenell
@RichardGrenell
 · 21. Mai 2021
This isn’t a ceasefire. Hamas is just running out of their rocket stockpile.
4
15
36",3
1457,"Joint statement of 
@coe
 Secretary General 
@MarijaPBuric
, 
@PACE_President
 and me on #Navalny and protests in #Russia. 
Council of Europe
@coe
 · 4. Feb. 2021
“We call on Russian authorities to fully investigate all reported abusive actions against peaceful protesters & journalists, & to bring those responsible to justice, in order to live up to Russia’s obligations as a Council of Europe member” - #CoE leaders

https://coe.int/en/web/portal/-/aleksey-navalnyy-council-of-europe-leaders-urge-russia-to-respect-its-human-rights-obligations…
6
15
37",3
1458,"Video meiner heutigen Rede zum Bericht des 1.  Untersuchungsausschusses des 19. Wahlperiode #UA1BT zum Terroranschlag auf dem #Breitscheidplatz https://dbtg.tv/cvid/7530635
2
8
47",2
1459,"Ein Jahr nach dem widerlichen rechtsextremen Anschlag von #Hanau sind wir in Gedanken bei den Opfern dieser schrecklichen Tat. Unser Mitgefühl gilt den Familien und Angehörigen der zehn Menschen, die am 19. Februar 2020 aus rassistischen Motiven und blindem Hass ermordet wurden.
11
12
72",2
1460,"Seien wir ehrlich, wir hätten uns ein besseres Ergebnis gewünscht, aber das Wichtige ist: Wir haben uns etabliert, wir haben eine Kernwählerschaft, wir sind gekommen, um zu bleiben.

Danke an alle Wähler und vor allem auch an alle fleißigen Wahlkampfhelfer! 
64
148
1.078",1
1461,"Fernseh-Tipp! 
Anja Schaluschke
@ASchaluschke
 · 7. März 2021
Tipp: Heute, 13 Uhr, bei @phoenix_de Thema: Soziale Medien, u.a. mit Staatsministerin @dorobaer aus dem @mfk_berlin https://phoenix.de/sendungen/gespraeche/forum-demokratie/die-demokratie-im-privaten--wie-politisch-ist-die-welt-der-social-media-a-2070355.html…
2
4
19",1
1462,"Deutschlands jüngster Bürgermeister kommt aus dem Kreis Gifhorn | Gifhorn | Braunschweiger Zeitung
gifhorner-rundschau.de
Deutschlands jüngster Bürgermeister kommt aus dem Kreis Gifhorn
Bisher war der inoffizielle Titel vor allem nach Süddeutschland gegangen. Nun erhält ihn der 25-jährige Henning Evers aus Hankensbüttel.
8
87",3
1464,"Interessant auch bzgl Volljähriger Kinder! #Ortskraft gewinnt gegen 
@HeikoMaas
 @AuswaertigesAmt
 #Afghanistan #GIZ
Hasso Suliak
@HassoSuliak
 · 25. Aug. 2021
„Ermessen des @AuswaertigesAmt auf Null reduziert“: #Afghanistan #Taliban #Ortskraefte 

https://lto.de/recht/nachrichten/n/vg-berlin-vg10l28521-afghanistan-ortskraft-kernfamilie-anspruch-visum-aufenthalt-taliban/…
Diesen Thread anzeigen
2
24",3
1465,"Am Nachmittag folgt die 16.Station meiner #StegnerTourBundestag21 mit dem roten Wahlkampfbus durch alle Gemeinden+Städte im Wahlkreis Pinneberg in Schenefeld.
Da verteile ich Flyer im Einkaufszentrum und nehme an einer Veranstaltung des SPD Ortsvereins im Jugendzentrum JUKS teil.
12
1
5",3
1467,"#Lesetipp 
Gestern in der Sonntags- 
@faznet
 
#Bücher #Lesen
5
2
11",3
1468,"Station 2 der #StegnerTourBundestag21 wird dann am Nachmittag Bokel sein.
Ich freue mich auf viele Gespräche mit Bürgerinnen und Bürgern über unser gutes Zukunftsprogramm und unseren Kanzlerkandidaten 
@OlafScholz
 und:
Gemeinsam mit vielen Parteifreunden aus den SPD Ortsvereinen!
12
3
5",1
1469,"Eine Kleine Anfrage von #AfD-MdB 
@Rene_Springer
 enthüllt: Knapp 1 Mio. Asylbewerber beziehen mittlerweile #Grundsicherung. Jedem arbeitenden Asylbewerber stehen zwei Arbeitslose gegenüber. Ein unhaltbarer Zustand, der schnellstmöglich beendet werden muss!
afdbundestag.de
Springer: Asylbewerber wandern überwiegend in Sozialsysteme ein – Armutsmigration muss gestoppt...
Berlin, 7. Juli 2021. Wie die JUNGE FREIHEIT unter Bezugnahme auf eine Kleine Anfrage der AfD-Bundestagsfraktion berichtet (https://jungefreiheit.de/politik/deutschland/2021/jedem-asylbewerber-arbe...
22
61
200",2
1470,"Heute Home Office mit diversen Gesprächsterminen.
So allmählich geht auch der Bundestag in die Schlußrunde vor dem Sommer und dem anstehenden Bundestagswahlkampf.
5
3",3
1471,"Tolles Format und einen guten Endspurt euch 
GrueneBW
@GrueneBW
 · 12. März 2021
Jetzt geht's los mit Tag 2 unseres Wahlkampf-Endspurts.
Den Auftakt macht Verkehrsminister @WinneHermann.
Kommt rein und stellt eure Fragen. https://endspurt.gruene-bw.de

Alle die keine Antwort im Stream bekommen, erhalten über unser Tool eine schriftliche Antwort.
4
1
26",1
